EDAD,NIVEL_EDUCATIVO,NUM_DEPENDIENTES,TIPO_EMPLEO,ANTIGUEDAD_LABORAL,TIPO_CREDITO,PLAZO_MESES,TASA_INTERES,NUM_CREDITOS_PREVIOS,DIAS_MORA_MAX,RATIO_UTILIZACION,TIPO_VIVIENDA,RATIO_LTV,IND_INGRESO_MISSING,IND_HISTORIAL_MISSING,CASADO,HOMBRE,CUOTA_ESTIMADA,RATIO_ENDEUDAMIENTO,SEGMENTO_RIESGO,INTERACCION_EDAD_MORA,LOG_INGRESO_MENSUAL,LOG_MONTO_CREDITO,MES_STR
0.9702572664229391,0,0.5771487415879294,3,0.43692170750804726,3,1.7729259167672566,-0.01610792773999456,-0.008424314288477727,0.09212193029971211,-0.5634348390650751,3,-0.6354040675792045,1,0,0,0.9579226667392501,-0.5775337765548981,-0.5741456657526824,0,-0.0903582445168622,0.49235400929865425,-0.7136037913682268,2025-01
-1.2487471636610534,2,-0.2821572022496497,2,-0.7874659300217873,0,1.7729259167672566,0.14403473485047574,-0.5858394687410163,-0.6082228278446575,-0.8006954233007393,0,1.2588681642037127,0,1,1,0.9579226667392501,-0.5833240055821891,-0.5751709831114502,0,-0.5691455605615572,0.43001969874252643,-0.7960763375015066,2025-01
1.4325498560237708,1,-1.1414631460872289,2,-0.9644858294236912,0,0.2152267566790468,0.6076056002439427,1.1464059946165994,-0.6082228278446575,-0.03088798423176355,2,1.787021948454713,0,0,0,-1.0439256056065365,-0.4438222326817236,-0.4929991205016319,0,-0.5691455605615572,0.44447193232856913,-0.2982463034231836,2025-01
-0.4166205023795562,2,-1.1414631460872289,3,0.7909615063118549,0,-0.3040062966836898,-1.1809350840559425,-0.5858394687410163,1.4928114465884512,0.4010810142407773,0,1.1998565681980142,0,0,1,0.9579226667392501,-0.11034390130725871,0.24112810837610327,3,1.4495251957460082,-1.0507812031054853,0.5281646970595315,2025-01
1.5250083739439373,2,-1.1414631460872289,1,0.18614351668868362,3,-0.8232393500464263,-0.17962201480605364,0.5689908401640609,-0.6082228278446575,-1.1462706220787717,3,-0.6354040675792045,0,0,1,-1.0439256056065365,-0.18200284309467255,0.007941646210629585,2,-0.5691455605615572,-0.7734641126560485,-0.016792321118379718,2025-01
-1.2487471636610534,3,2.2957606292630874,2,-0.40392281465099583,3,-0.3040062966836898,-0.2150219717997367,-0.5858394687410163,-0.6082228278446575,1.1534807474011581,0,-0.6354040675792045,0,0,0,0.9579226667392501,-0.4199618258175848,-0.33729735587732373,1,-0.5691455605615572,-0.5741249112506872,-0.32988898197751426,2025-01
1.0627157843431054,1,-1.1414631460872289,2,-0.8022175883052792,0,0.2152267566790468,-0.0009365175998447555,0.5689908401640609,-0.6082228278446575,0.23474071333642582,0,2.1292892052877637,0,0,0,0.9579226667392501,-0.3350358760441497,-0.34857584682376935,0,-0.5691455605615572,-0.07272901661960954,0.1390687589496427,2025-01
0.13813060514144193,1,-0.2821572022496497,0,-0.9497341711401992,3,3.3306250768554664,0.563777082061288,1.723821149069138,-0.6082228278446575,-1.1643230578358335,0,-0.6354040675792045,0,1,0,0.9579226667392501,-0.5740207785410248,-0.5949449607448289,0,-0.5691455605615572,1.2038961466633424,-0.6454275889204024,2025-01
-1.156288645740887,1,1.4364546854255087,3,-0.8464725631557554,3,-1.3424724034091629,2.1281180387345144,-0.008424314288477727,-0.6082228278446575,-0.5486060525503459,0,-0.6354040675792045,0,0,0,-1.0439256056065365,-0.34611114633125,-0.4158073707772571,0,-0.5691455605615572,0.2990746504030533,-1.0952725052278969,2025-01
-0.7864545740602217,0,-0.2821572022496497,2,1.528544420486454,0,0.2152267566790468,1.428547460049828,-0.008424314288477727,0.09212193029971211,-1.51827974464393,2,1.1054380145888967,0,0,1,0.9579226667392501,-0.23774448414666088,-0.39412923233473823,0,0.18530735591150393,0.5889569270755235,0.2393988635134523,2025-01
